review title,review,place name,category,city
Authentic Moroccan experience,The staff at this hotel are so attentive. All your requests and needs are met immediately. The rooms are large and decorated in authentic traditional Moroccan style. At first getting to your room is like being in a maze with so many courtyards and corridors but you soon find your way. Very private and no outside noise except you can hear the birds singing. The breakfast and afternoon tea are very refreshing. Two restaurants on site if you arrive jet lagged you don’t have to go out. All in all a wonderful experience and I would stay there again. Highly recommend this hotel.,La Maison Arabe,Restaurant,Marrakech
Fantastic stay ✨,"Excellent location excellent staff turn to customers, especially Mr. Driss at the front desk. 
We had a great stay thanks to all of you",La Maison Arabe,Restaurant,Marrakech
A must-see in Marrakech,"Very good workshop! We cooked 2 types DE sala DE Moroccans (taktouka and courgettes), a fish tagine, and an almond and orange blossom pastilla. Very good menu that shows the techniques to use to cook a Tajine. We learned a lot DE Moroccan cuisine (not just these dishes). DE addition, it is a wonderful human experience: Naila and Dada are incredibly kind. It’s a perfect course for all levels, then eating the final product in the beautiful dining room is a sublime experience.",La Maison Arabe,Restaurant,Marrakech
Magical Marrakech,"We not only had a wonderful experience at your hotel but your city was amazing. The La Maison Arabe property is very lovely. The spa was under renovation but we had a beautiful experience nonetheless. Each room and nook were beautifully decorated all very traditional and welcoming. We loved wandering through on the way to the piano jazz bar. What an absolute treat to have such talented musicians every night !! The bartenders made exceptionally crafted drinks. We enjoyed many nights at the lounge. Also that cinnamon smell radiating when you walk in reception was yummy. The staff…
All the staff that we encounter were absolutely amazing. They went out of their way to make us feel welcomed and they were so very accommodating to our needs. They truly are the reason we would recommend the hotel and come back to stay. We truly feel they were exceptional. 
The cooking class was outstanding! 
The 3 hours flew by. We all agreed that the cooking experience was the best of all our activities that we scheduled for our entire stay. Walking distance from the markets and Bahia Palace as well as the Saadian Tombs",La Maison Arabe,Restaurant,Marrakech
Magical stay in this historic hotel.,"Incredible stay at the hotel. The grounds of this historic hotel can’t be matched. The staff is so incredibly warm, kind, and knowledgeable. They made my stay one I will remember forever. I traveled alone and felt safe and looked after by the hotel team every day. I will always come back here when I am in Marrakech. Beautiful city with beautiful people. 

If you want a magical visit, this hotel is the place to stay…",La Maison Arabe,Restaurant,Marrakech
"The cooking workshop, exceptional recipes","Chef Rachida and the sales manager explained the recipes well and it was very rewarding.
Thank you for the tea master DE ceremonies with his captivating explanations.",La Maison Arabe,Restaurant,Marrakech
Second visit to this wonderful hotel.,"La Maison Arabe is an excellent and peaceful hotel in a very good location for exploring the Medina and also further afield; we walked to the Jardin Majorelle and Gueliz in less than thirty minutes.
The hotel rooms and public spaces are beautifully decorated in traditional Moroccan style and everything is very clean and well maintained. 
The hotel's country club is a great facility just outside the city, great place to go in the afternoon heat to enjoy the pool and relax. 
The food is great, the breakfast buffet has a very wide choice and the restaurant in the evening has an excellent menu and very interesting wine list featuring mainly Moroccan wines, which we rate highly.  We also enjoyed the roof top bar for more casual dining. 
Although we find everything about this hotel to be excellent, the most impressive aspect of La Maison Arabe is definitely its staff. They could not be any more helpful or friendly, they are a real asset to the hotel.
This was our second visit to this wonderful hotel, and we will definitely return.",La Maison Arabe,Restaurant,Marrakech
The absolute best!,"I can’t say enough about Maison Arabe. I have had the great fortune of traveling and it’s the most wonderful, magical place I’ve ever stayed. The staff is exemplary!!! The food is amazing. My only disappointment is the pool was closed and we learned having dinner there is highly recommended. I can’t say enough about the staff! I felt like a princess. In fact, I get choked up thinking about how kind everyone was. A special thanks to Hakim, Redwane, the bar tender and another gentleman who also worked at the front desk. Everyone was special!! I hope to return one day!",La Maison Arabe,Restaurant,Marrakech
"Luxurious, authentic and historic.","We were very pleasantly surprised by La Maison Arabe, when booking we didn't study it much but the service was 5* from the moment we booked. The hotel refunded us for an extra day we accidentally booked which was very kind. They knew I'd recently been in a traffic accident in the UK so they organised a 4x4 car to pick us up from the airport for free. The team were highly professional and warm spirited throughout our stay. They helped us organise trips, taxis and offered daily advice. Our room was immaculate, opulent yet homely and felt luxurious. I've tried to recreate our stay at home by buying orange blossom essence, brass hooks and towel robes :)

The hotel has a jazz piano bar and lots of history too. I think Winston Churchill was a frequent visitor. 

As someone who cannot eat gluten or dairy I often find hotel breakfast difficult. However the food was great! I had almond milk in my coffee and plenty of options for food; omelette, fresh figs, fresh beetroot juice, savoury options, fruit, quinoa and more. 

At the time of visiting the pool was under construction so the hotel had an hourly shuttle which took us to their second private property which has a fabulous luxury outdoor pool set in hectors of gardens and in a beautiful setting. I would have liked to have known about this before arriving, but they certainly redeemed themselves. 

My only criticism was that one of the taxis they booked us during the week didn't have seatbelts, but perhaps they didn't know that when booking. And, that the fallback pool didn't serve alcohol like the hotel did. But the lunch we ordered was delicious. 

The hotel is very well located and we mostly walked everyday to our destinations. On arrival we booked a walking tour which was such a great idea as we saw so much of the local area and the guide over indexed on the arts which is our passion. 

I'd definitely return here again!",La Maison Arabe,Restaurant,Marrakech
Unforgettable getaway to the Arab House,"In addition to being a mythical Palace, the welcome was perfect for all the staff with a welcome mocktail and every day a tea time/pastry served at 5pm in the patio and its fountain. Perfect room and bathroom with welcome bottle Cafe/the.",La Maison Arabe,Restaurant,Marrakech
Top service,Wonderful stay .. Special thanks to Sanaa from the reservation service and to the kids club’s stuff ..words cannot describe my satisfaction 💐💐,Sofitel Marrakech Palais Impérial & Spa,Restaurant,Marrakech
Great hotel!,"The Sofitel is a great hotel. The staff and service was great. The kitchen was excellent.

Ahmed was always very friendly and helpful.",Sofitel Marrakech Palais Impérial & Spa,Restaurant,Marrakech
Magnificent Hotel 2 steps DE the Medina,"The Sofitel Marrakech is a magnificent hotel 2 steps DE the Medina.
We appreciated the personal and warm welcome of Amine, the Director DE Accommodation, upon arrival.
We were in an imperial suite, perfect for a family DE 4 people, overlooking the pools and the Atlas DE la Terrace. The suite is equipped with a large living room and a bedroom with double bed overlooking the terrace and a bedroom with 2 single beds, but the suite has only one bathroom DE, with bath and shower.
We liked the special attentions EN when we arrived in the room, attentions that were renewed every day during our stay to our delight.
The breakfast is very hearty with lots DE choices, EN savoury and sweet, very nice breakfast to have on the terrace even in 40° C.
The hotel has 3 outdoor swimming pools, 1 of which is reserved for Diamond and limitless Accor members, and an indoor pool in the SPA, which is free for Diamond and limitless members.
We enjoyed the entire stay of the infinity pool reserved for Accor members, quieter. We thank Ilham, Manager of the Darkum bar, and his team including Hassan and Abdelghani who were during our stay very attentive to our well-being at the pool.
In the evening, it is very nice DE have a drink at the So Lounge bar with DJ.
We would like to thank Ikram, Director of Operations, and all her teams for making us have a great time during our stay.",Sofitel Marrakech Palais Impérial & Spa,Restaurant,Marrakech
Extraordinary,The orangery is an extraordinary restaurant with a warm and friendly atmosphere and the service at the top I highly recommend and Oumaima was very welcoming and I thank all the team and especially Mrs. Siham,Sofitel Marrakech Palais Impérial & Spa,Restaurant,Marrakech
Unforgettable experience,"One of the best experiences I've ever had, spectacular breakfast. We were served by Nacer, Chahira, Iwachian and Manar and all parts of the hotel have attentive, friendly and polite staff.",Sofitel Marrakech Palais Impérial & Spa,Restaurant,Marrakech
Great experience I ever had,"We had the best experience at Sofitel! The facilities and equipment were top-notch, Oumaima was incredibly nice and kind she made us feel genuinely welcomed. Radouan also treated us with such care. We felt so special the entire time. It was a warm and joyful night that we’ll always remember.

Thank you to the whole Sofitel team we truly appreciated everything!",Sofitel Marrakech Palais Impérial & Spa,Restaurant,Marrakech
Fabulous as always,"My forever favourite place to have fun with friends, and what makes it always better is the kindness of its staff, shoutouts to Oumaima for her warm hospitality and kind words, as well as my friend Redouan for his kindness, hospitality and friendly attitude.
If you want to have fun, cocktails and nice conversations this is THE PLACE.",Sofitel Marrakech Palais Impérial & Spa,Restaurant,Marrakech
"Good experience, very welcoming",Excellent dinner well set. The service exceeded expectations and they were very friendly. We came with DE wheelchair and provided us with food as much as possible. We would recommend.,Sofitel Marrakech Palais Impérial & Spa,Restaurant,Marrakech
Amazing Staff and Experiences,"Overall, the staff at Sofitel are incredible. They go out of their way to get to know you and make sure you are enjoying yourself from the moment you enter the lobby area. The day begins with brunch. Farah, Karim, Khalid, and Mustafa are just a few of the people who greet you with a smile and make sure you have a table and meal as you like it. The experiences at the pools were special, too. The staff is exceptional here and working in the hot sun did not prevent them from keeping us comfortable. Wassif and Abaayous (sp?) will provide you with water, towels, drinks, and snacks. Tip them well as they work hard! The dinner dining experience at the hotel's restaurant is lovely. I enjoyed sitting on the patio and listening to the band, a very talented group having the perfect set of songs while dining. The food is delicious and offers both Moroccan and French menus. The staff Wiaam, Kebir, and Hicham were always friendly and attentive to our needs.  And Hanane made an effort to remember exactly how I like my salad and make sure the chef prepared it my way! 
Other people at the hotel who frequently approached us to have casual conversation are Ilham and Chaimae. Thank you so much! We will be back!",Sofitel Marrakech Palais Impérial & Spa,Restaurant,Marrakech
dinner EN famille,"Welcome, meals and perfect service! Hichem and Oumayma (as well as the whole team present) really have a gift for receiving. 
We had a great dinner not to mention the setting!",Sofitel Marrakech Palais Impérial & Spa,Restaurant,Marrakech
Very nice fusion cuisine in Marrakech,"Discovered by chance, we enjoyed the cuisine offered by this restaurant, fusion of different gastronomic cultures African, Caribbean, Moroccan and more. Served in pretty dishes.
Our 2 teenagers - 14 and 11 - also liked it very much. 
Very nice staff 
A very pleasant terrace on the 3rd floor overlooking the medina, with backdrop the Koutoubia.",BlackChich,Restaurant,Marrakech
Perfect dinner,Friendly and helpful staff to advise you. Very nice location and food of excellent quality and variety. Unfortunately it is not possible to pay by credit card but we highly recommend it!,BlackChich,Restaurant,Marrakech
Must-see,"A must at every visit to Marrakech!
The view is absolutely beautiful, especially at sunset, it is magical. The dishes are delicious, always well presented and full of flavors. The staff is attentive without being invasive, we feel really welcome. Frankly, it’s a successful 200%, and besides, the value for money is excellent. Not to be missed!",BlackChich,Restaurant,Marrakech
Must visit,"Lovely spot and great food - highly recommend 
Interesting fusion food to mix things up in Morocco especially loved the desert!",BlackChich,Restaurant,Marrakech
Chilled vibes and amazing food,"We thought we'd try this restaurant after reading the reviews on Trip Advisor and we were blown away by the amazing food and friendly service.
The restaurant is on the main street Riad Zitoun el Jadid, leading to the main square. We were staying nearby so it was an easy walk. 
My daughter ordered the Maffe Beouf which she said was really tender and lean, there was a peanut sauce underneath and it was served with rice. I had the Yassa Poulet which although I'm not mad about chicken on the bone, was so tender it literally fell apart. The onions were very sweet and absolutely delicious. They don't serve alcohol but my daughter said banana smoothie was one of the best she'd ever had, I had lemon schwepps. We ordered a bottle of water then two coffees and shared an enormous slice of gooey chocolate brownie which was absolute heaven. The atmosphere was chilled with some great music playing in the background and the young serving staff were friendly and attentive. We thoroughly enjoyed our meal and wish we'd had time to visit again, all the above came to about £42.00 worth every penny.",BlackChich,Restaurant,Marrakech
contact problem,"I found it difficult to book dinner.
Unfortunately no one answers the phone for 2 days, I find it abnormal.",BlackChich,Restaurant,Marrakech
Inexpensive and tasty food.,"A nice friendly establishment. The staff were attentive, the food was exactly as described and very tasty. The prices were fair.
It’s a “cash only” restaurant so make sure you have enough.",BlackChich,Restaurant,Marrakech
Great food,"Great place with good views and the RFISSA BERBERE was excellent 
Friendly staff 
Great place to eat and rest after a long walk by Marrakech",BlackChich,Restaurant,Marrakech
Amazing and delicious,"The place and the food was amazing ! We had the pastels-saga, braaibroodjie and yassa poulet. All well served and delicious! If we come back to Marrakech, we will repeat for sure !",BlackChich,Restaurant,Marrakech
Best food,Great. Fantastic service and amazing food. The best in Marrakech. Really recommend especially the Kenyan Red Curry..,BlackChich,Restaurant,Marrakech
Spectacular dinner,"I went with my partner to dinner, we ordered the camel burger, the rice with chicken curry and the chicken msemen and the three courses were 10, if I had to keep one it would certainly be the rice. 
Generous size, fair price and good treatment and atmosphere, after 8 days in Marrakech we can say that it is the best restaurant we have tried here",BlackChich,Restaurant,Marrakech
Taste of fusion African food,We are vegetarian and the food was very tasty. Loved the homemade chips and vegan salads. Warm atmosphere and service excellent.,BlackChich,Restaurant,Marrakech
"Gentle music, lovely staff, wonderful food - especially if you need variety in your cuisine!","We spotted this place on our wanders through the souks and were intrigued by the fusion African theme / cuisine. Went back the next day and had a lovely, relaxed lunch and great chat with the staff. 

The drinks (Pinneable and Ginger + Avo smoothie) were wonderful. The 
Pastels-saga and Mafe Boeuf were delicious and we tried the Bissap (hibiscus juice) which was lovely! 

We liked some of their tableware and they told us where to find it and the kind of price range and we managed to acquire a selection to take home!",BlackChich,Restaurant,Marrakech
"Delicious food, cosi place and super kind staff!","Delicious food (and generous portions) that changes from moroccan cuisine, 
super nice staff (they made us try their « bissap » because we didn’t know it and where so kind to give us a doggybag with our leftovers),
really beautiful place (we stayed inside because we were cold, but there is also a very nice rooftop),
I would definitely recommend this place !",BlackChich,Restaurant,Marrakech
A little expensive compared to the quantity,"Very Good quality but few quantities on plates.
You have to add vegetables and more chicken to the yassi chicken, like Berber Seffa.",BlackChich,Restaurant,Marrakech
An exceptional moment,"We dined twice in this beautiful restaurant. The decor is worthy of a thousand and one nights and the food excellent!
Special mention for Anas, our waiter with little care.
We recommend the superb couscous!",Restaurant Red House,Restaurant,Marrakech
Eat and feel very welcome,Best restaurant in Marrakech .  We will be back just for this place. Nashville  to morocco  just worth for a great clever meal and perfect service.0,Restaurant Red House,Restaurant,Marrakech
Super recommended,"Very nice location, very welcoming staff, excellent dishes suggested by the manager
Super recommended",Restaurant Red House,Restaurant,Marrakech
Beautiful Moroccan cuisine in a traditional setting,"We had a great time, we have already come to dinner several times in this restaurant.
Beautiful setting, staff with little care explanations of dishes and superb cuisine, it is a treat.( Moroccan cuisine)
A fairly complete wine list 
You'd think you'd have a high bill, not even.
We even made a New Year's Eve 2 years ago it was a superb moment the whole family enjoyed.
A serious restaurant",Restaurant Red House,Restaurant,Marrakech
Very nice address,"A magical setting and a service with little care.
The restaurant’s menu is short but allows you to find its happiness between traditional local cuisine and French cuisine 
The dishes are well made , the flavors and the cookings at the top. 
Everything is delicious and we let ourselves be taken by the musical atmosphere for a journey at the same time taste , auditory and visual.",Restaurant Red House,Restaurant,Marrakech
Worthy of a palace....,A sumptuous and magical place where all the typical Moroccan arts are gathered.... is added to this a very good table that serves you a fair and delicious cuisine.... We made the choice of couscous lamb as a main course...a treat knowing that we are demanding on the subject...beautiful discovery!,Restaurant Red House,Restaurant,Marrakech
Toll!,"Nice courteous staff, nice atmosphere and great value!
Food was also very good. Highly recommended.",Restaurant Red House,Restaurant,Marrakech
Great welcome,"Beautiful place. 
We feasted on the dishes served which were exquisitely fine. With delicate attention 
But also and above all our butler and the waiters were very kind, 
I highly recommend this place",Restaurant Red House,Restaurant,Marrakech
"Calm and voluptuous, know-how and know-how.",In a very nice setting we were able to make an excellent dinner with very kind and attentive service. The couscous was delicious...,Restaurant Red House,Restaurant,Marrakech
An address of excellence!,"An excellent place to discover traditional Moroccan cuisine served by Anas the restaurant manager.
A cuisine prepared with exceptional quality ingredients....
Beautiful decor!
A warm team that takes care of customers with attention and a smile.
We enjoyed couscous lamb, St Pierre, Moroccan salads!
An address of excellence!",Restaurant Red House,Restaurant,Marrakech
TO TEST ABSOLUTELY,"High quality catering, ""palace"" service, typical setting and worthy of a palate of 1001 nights.
To be tested for adoption.
Only regret to have discovered this nugget our last night in Marakech.
The whole family, big and small, Moroccan or Western cuisine, has been won over.",Restaurant Red House,Restaurant,Marrakech
Perfection in Marrakech,Kitchen to fall on the floor! Professionalism and kindness of service to blush! Decor and room atmosphere to make you travel! In summary 100% successful go there with your eyes closed!!!,Restaurant Red House,Restaurant,Marrakech
"Wonderful food, ambience & service",We enjoyed the entire restaurant to ourselves one evening in December. Food was delicious and very reasonably priced and the staff were wonderful. We even enjoyed live instrumentation.,Restaurant Red House,Restaurant,Marrakech
Believe the reviews. This is an excellent place to dine.,"A stunning venue that is a sensory experience for the eyes as well as the tastebuds! Exceptional, timely and friendly service, complemented the delicious food. A good range to suit all tastes and wonderful, free extras that make the experience very good value for money. Well worth the visit!",Restaurant Red House,Restaurant,Marrakech
Great food in authentic surroundings,"Beautifully decorated restaurant in the Hivernage area of Marrakesh. Fully tiled walls with Moroccan mosaics.
The food is well presented and service impeccable and prompt. One of the few restaurants with wine on the menu.",Restaurant Red House,Restaurant,Marrakech
Vote 10,"It was all very good, the guy who manages the orders was very nice. We ordered a chicken Kabab and a tagine",Corner Cafe,Restaurant,Marrakech
Amazing cafe,"Amazing food, best spring rolls we have ever had! All the staff were so lovely and friendly. We would recommend to everyone! Great spot",Corner Cafe,Restaurant,Marrakech
Delicious,Eaten some amazing falafel and excellent lamb tajine. Lovely staff. Great price 18€ for 2 people.,Corner Cafe,Restaurant,Marrakech
Care and quality,Passage tasting of Marrakesh. We chose Corner Cafe for lunch break. The most artistic avocado salad I have ever eaten! Very nice place. Very kind manager and excellent kitchen girls. A must for the Medina of Marrakesh,Corner Cafe,Restaurant,Marrakech
Place to try,"Lunch in Marrakech with family: nice location, small place but very nice. Great local food and very nice manager. Try it!",Corner Cafe,Restaurant,Marrakech
..not just coffee,Small and cozy place with some table in the street. Great reception of the host who has always proved helpful. Moroccan food slightly revisited by the great flavor .. as the environment. Price slightly more than the other places in its fascia..ma highly recommended. Bravo to the manager,Corner Cafe,Restaurant,Marrakech
5 stars from here,"5 star from here.
Delicious food cozy atmosphere and 
Good service. Good restaurant for children family. 
It can definitely be recommended.",Corner Cafe,Restaurant,Marrakech
Restaurant to try,"I had already eaten here in 2018 and as my habit, when the restaurants surprise me, I get my business card. I'm back in Marrakech and I came back here to eat and found it on my business card. The food is very good and presented very well. The staff were very kind.",Corner Cafe,Restaurant,Marrakech
"Casual, Friendly, Delicious.","Lovely casual cafe on a shady alley in the Medina in Marrakech. Small, informal. Very friendly, very welcoming - the service really stood out. The hospitality was warm and authentic. And the food was delicious too! A great place to sit outside and people-watch and take a break and eat good food.",Corner Cafe,Restaurant,Marrakech
Great restaurant,"Superb discovery of this small restaurant. We appreciated the quality of the meal and the kindness of the waiter and cooks.... They cooked us a small custom meal 😉 Frankly I recommend this place! Clean, cute, excellent meal.
Thank you for everything!",Corner Cafe,Restaurant,Marrakech
Oasis of serenity in the alleys of the Medina,"We stopped by Corner Cafè by chance and were pleasantly surprised. The restaurant is small and secluded and despite being in the middle of the alleys of the Medina, it is like a small oasis of peace and tranquility. We ate very well, it has typical Moroccan dishes and also other small delicacies (we recommend falafel, a real treat). The owner is exquisitely kind and nice. Highly recommended!",Corner Cafe,Restaurant,Marrakech
If you come to Morocco come here 100/100 recommended,"Super friendly owner very friendly. Super good customer service 
Super-tasty food.

Super recommended 10000

Come here for sure",Corner Cafe,Restaurant,Marrakech
Wish we found this place sooner!,"Such a great place!!!! We went there on the last night of our trip, with only 300 dh left to our names (not exaggerating). The service was absolutely amazing- the servers were sooooooo kind and attentive!!! They made the atmosphere really welcoming. 
We had a delicious starter and two lovely tagines for 250 dh-  then some free tea afterwards. Definitely, definitely recommend. :)",Corner Cafe,Restaurant,Marrakech
VERY GOOD SMALL RESTAURANT,Very good close to the square. Entry by chance and very pleasant surprise. Very good local cuisine and tea offered at the end of the meal.  We have a view of the kitchen which is very clean.  I recommend...,Corner Cafe,Restaurant,Marrakech
A beautiful discovery,"Charming place, delicious cuisine (chicken kebab and the divine Moroccan), the staff is very welcoming and invites us to the heart of its culture. 
I highly recommend it.",Corner Cafe,Restaurant,Marrakech
NOMAD,"Again at Nomad, we are loyal to this restaurant where we are never disappointed.
EN viro DE la scientifique, the staff will do their utmost to ensure that you are not too exposed to the sun. The map is always well realized and the view always beautiful. We love this place which we highly recommend.",NOMAD,Restaurant,Marrakech
Friendly rooftop restaurant with disappointing food,"Sunset dinner , Polite and friendly staff comfortable seating area on the terrace with partial views over the market square below but mostly roof tops were the only good things about this restaurant. We ate zucchini fritters  and beetroot and goats cheese salad to start which were edible but uninspired and for mains the worst marinated grilled chicken we had in a long time, dry  tough and tasteless. The accompanying roasted carrots were nice as were the French beans . There was no sauce and overall a very boring dish poorly executed. We didn’t stay for dessert. 82 euro including water and a couple of non alcoholic beers each , there must be a lot better than this in Marrakech.",NOMAD,Restaurant,Marrakech
Rooftop dinner,"The worst restaurant experience in Marrakech 
A burger for almost 20 euros with industrial bread and 3 potatoes fighting in a duel , a lentil salad without taste or seasoning and dry bread, not fresh 
FUYEZ!!!!",NOMAD,Restaurant,Marrakech
A moment suspended!,"The place is great for its area in the square , the terrace very well to have a nice time, but when they put the water through your nose and charge you at 4 € it starts to anger you, we order dinner for 3, 90 €, the menu with little variety, we order burger 17 €, simple without extra ingredients, total disappointment, and chicken with white curries, meaning chicken with cream and green beans, we did not understand, in short do not go, there are better and much cheaper places",NOMAD,Restaurant,Marrakech
Great food - Great location - Great service,"The rooftop terrace is lovely and music and ambiance are great. Amazing sunset views and nice breeze. Food is ok, nothing special..not worth the price for us but Location and service were excellent so that was worth it. We are vegetarian and both the 2 vegetarians mains weren't available. We ended up ordering the 4 vegetarian appetizers which were good but 3 of them were salads so all kind of the same. A shame as I was looking forward to the cauliflower but it wasn't available. It was very busy so definitely a popular spot,  we just got a bit unlucky with the unavailable dishes.",NOMAD,Restaurant,Marrakech
"Cozy rooftop with great food, but could be better","Professional welcome , magical place, clean , dishes dosed with great finesse, we feasted with a fish tagine and a crisp monkfish with a sauce that the taste buds remember! 
Excellent desserts. 
A very pleasant moment",NOMAD,Restaurant,Marrakech
Great rooftop dining,"Had the most wonderful meal in the roof terrace. Food was outstanding, great recommendations from the waiting staff, and they were so helpful and attentive. If you want to have a wonderful Moroccan meal in a beautiful location, Nomad is the place to go",NOMAD,Restaurant,Marrakech
Lovely dinner,"We sat on the rooftop, which was packed and was cozy. Friendly service and friendly staff. Food was tasty but there are better options to be found in Marrakech.",NOMAD,Restaurant,Marrakech
Incredible sorbet!,Great staff. Fantastic location in the medina. We sat on rooftop which had views of the city and sunset. Food was really good. Well worth the visit,NOMAD,Restaurant,Marrakech
Not worth it,"Beautiful place for dinner. 
We had the monkfish (which was amazing. The sauce was to die for! My partner thought it was the best dish of the holiday). 
We also had the curried chicken which was tasty. 
Overall the staff were lovely and we had a great dinner. 
We found the seating to be a little tight however with it being very busy",NOMAD,Restaurant,Marrakech
Roof top expensive paid,"We stopped in because the sorbet sounded really good. Turns out, it was amazing! It comes with two scoops. We ordered the same two scoops, Berber tea, and raspberry Moroccan rose. While we both loved both flavors, my wife preferred the Berber tea. Meanwhile, I absolutely loved the raspberry Moroccan rose. We are returning tomorrow!",NOMAD,Restaurant,Marrakech
Beautiful sunset,"I wouldn’t come back, as there is a lot of dining in Marrakech at much lower prices. They didn’t have several of the dishes on the menu, already not too long. On the upside, the food was good and the place is nice.",NOMAD,Restaurant,Marrakech
Fruit and other cocktails,"A nice and beautifully decorated rooftop, modern cuisine, high prices compared to other restaurants of the same ""standing""",NOMAD,Restaurant,Marrakech
,"Nice dinner with friends. 
The kitchen is good. Prices are a bit high especially with the 9% service charge. 
The sunset is beautiful!",NOMAD,Restaurant,Marrakech
,"Stop for lunch by the way. 
Very nice terrace on the roofs of the medina and from where you can see the mountain. 
Proposal of inventive and beautiful dishes. Particularly good fruit cocktails. And all with a smile.",NOMAD,Restaurant,Marrakech
Setback,"The restaurant on DE ground floor is beautiful with all DE plants. Because of this the roof terrace is actually a bit disappointing but it is still ok. 
However, the food was quite disappointing. 
Staff was ok.",Le Jardin,Restaurant,Marrakech
The garden,"Why not have lunch in the shade DE the vegetation! Well in this restaurant ""Le jardin"" it is possible under a lemon or fig tree, the place is beautiful! 
We are not surprised when we know that this establishment belongs to the DADA group (nomadic, spice coffee etc...). The cuisine is tasty and the calm DE the place is interesting. Braised tomato soup, garden grilla DES, couscous, zucchini fritters, fresh cucumber cheese are extraordinary. I recommend this cocoon!",Le Jardin,Restaurant,Marrakech
Beautiful location without more,"The garden is a green oasis in the city. The food was not bad, but not super either. Our company generally found it too cold and a little under-seasoned.",Le Jardin,Restaurant,Marrakech
❤️,"❤️ 
Staff with little care, intimate setting very well with family.
The best harness of my life! Grill plate very good.",Le Jardin,Restaurant,Marrakech
Bof,"Very nice setting but tourist factory. Unpleasant young staff, high rates, price of service to add on the final note.
Pretty disappointed, I'm not coming back.",Le Jardin,Restaurant,Marrakech
Cool spot for lunch,A really cool (literally and figuratively!) place for lunch. Menu was a great blend of traditional Moroccan and European cuisine. Gorgeous mocktails and beautiful decor. It was busy but service friendly and effective.,Le Jardin,Restaurant,Marrakech
Very nice and cheap place - GO,Very nice rooftop overlooking the market and the other roofs. The staff is super friendly. The food is very good quality and everything is very cheap.,Le Jardin,Restaurant,Marrakech
A calm oasis,"We were a group of 12 who enjoyed lunch downstairs in the garden area.  Staff were friendly and knowledgeable and everyone enjoyed the delicious food.  The setting is calm and peaceful after the buzz of the souk just outside the entrance.  Prices were reasonable and portions adequate.
Our only complaint was the booking process (usually necessary for a downstairs table, although you can walk in for the upper levels which are just as pretty when we ate there last year).  Having to send a bank transfer as deposit was a costly endeavour for us (as we dont have paypal) and we felt other options like giving credit card details should have been adequate like many other cities accept.
However, on the day, it was an enjoyable experience and I would recommend it while in Marrakech.",Le Jardin,Restaurant,Marrakech
An oasis in the Medina,"A cool oasis in the middle of the Medina! We stayed for lunch, varied and delicious food, rabbit at all! average price",Le Jardin,Restaurant,Marrakech
Disappointment,"We were on the rooftop. Very very hot... disappointed by our meal, composed of patatas bravas (not bad) but the plate of grills was very dry.",Le Jardin,Restaurant,Marrakech
Great place for lunch or dinner,"Very good food and service, great place to have lunch with very fair prices, highly recommended! We went twice, we recommend the octopus",Le Jardin,Restaurant,Marrakech
Nice setting but too touristy,"Restaurant very touristic... it took battle to have our table we had booked online, but apparently they do not take into account these reservations...Hospitable staff, especially Maryam who is adorable! 
For the setting, I would say very green, but not at all soothing since we were treated to the work with the jackhammers right next door. And also the music is too loud... At the level of dishes, we really liked the different flavors.",Le Jardin,Restaurant,Marrakech
Poor.,"Bad food, really rude staff. Despite the booking they made us wait more than an hour, passing people without reservations. To be in Marrakech is also a very expensive restaurant",Le Jardin,Restaurant,Marrakech
Casual atmosphere and warm welcome,"Excellent welcome... nice relaxed atmosphere.... cuisine with excellent flavors... tajine and delicious couscous 
And especially a service in kindness and smiles of Hasnaa that allowed us to savor even more this moment",Le Jardin,Restaurant,Marrakech
Service to review and fresh juice to improve,"We had lunch in the garden for the second time and were disappointed by the service on a part that was a bit long 
Fresh juices are not good and not fresh enough!
You can do better...,
The place remains beautiful and the dishes good and correct in price.
In the end we wanted to pay in euros and a young girl refused 50 euro notes because supposedly damaged... in short elsewhere we did not have this problem!!!!",Le Jardin,Restaurant,Marrakech
Nice Atmosphere and Solid Fine Dining Value,,Café Restaurant Limoni Marrakech,Restaurant,Marrakech
Perfection in Marrakech,,Café Restaurant Limoni Marrakech,Restaurant,Marrakech
The innate elegance,,Café Restaurant Limoni Marrakech,Restaurant,Marrakech
Maravilloso!,,Café Restaurant Limoni Marrakech,Restaurant,Marrakech
TOP in the medina,,Café Restaurant Limoni Marrakech,Restaurant,Marrakech
Try something authentic local instead!!,,Café Restaurant Limoni Marrakech,Restaurant,Marrakech
"A delight, quite simply!",,Café Restaurant Limoni Marrakech,Restaurant,Marrakech
"Beautiful setting, very good restaurant north of the Medina",,Café Restaurant Limoni Marrakech,Restaurant,Marrakech
The best in marrakesh,,Café Restaurant Limoni Marrakech,Restaurant,Marrakech
The perfect restaurant in Marrakech,,Café Restaurant Limoni Marrakech,Restaurant,Marrakech
The place is closed! But how? We have booked!,,Café Restaurant Limoni Marrakech,Restaurant,Marrakech
"A magical corner in Marrakech with delicious dishes, warm treatment and an atmosphere that invites you to stay. To repeat.",,Café Restaurant Limoni Marrakech,Restaurant,Marrakech
ATTENTION! The rest is even if you pay by card,,Café Restaurant Limoni Marrakech,Restaurant,Marrakech
Good Italian restaurant in Marrakech,,Café Restaurant Limoni Marrakech,Restaurant,Marrakech
